seqnames,start,end,width,strand,gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,tx_ids
chr7,94509219,94557019,47801,+,ENSG00000127995.17,2439.7964842929296,-0.1430636966944628,0.023353180794921952,1.316423099134059e-9,2.3690085025263194e-9,
chr19,40028260,40056231,27972,-,ENSG00000128000.17,1203.5741548726082,-0.38026774306217853,0.0483194222627849,3.3654853093777097e-15,7.33543867375673e-15,
chr19,39406847,39409412,2566,+,ENSG00000128016.7,1388.1513989190169,0.006885300266702492,0.06963868559993253,0.9217296361355034,0.9290398502620792,
chr4,55346213,55373100,26888,+,ENSG00000128039.13,688.2879532157618,1.1062014527756667,0.08463175468970469,3.5451894382726634e-39,1.3585194119822185e-38,
chr4,56809860,56821742,11883,-,ENSG00000128040.13,2.76361242677583,-1.0144189469384082,0.690715840087405,0.04858679954108086,0.05860822286233117,
chr4,52862317,52866835,4519,+,ENSG00000128045.7,4.5820926205608155,-0.5701839921571473,0.37720451472339106,0.09436828022300492,0.110423348083073,
chr4,56435741,56464578,28838,+,ENSG00000128050.9,4931.596275886285,0.01668058211406762,0.05246397285640559,0.7984685109959068,0.8160382051668135,
chr4,55078481,55125595,47115,-,ENSG00000128052.10,161.71063562630698,0.3393900100896995,0.17111095838701854,0.043394344741826525,0.05257234411682629,
chr4,56393362,56435615,42254,-,ENSG00000128059.8,739.9463425452151,-0.10548078160677259,0.04192399509622612,0.013868171588131159,0.017529417390757623,
chr22,50217689,50245023,27335,-,ENSG00000128159.12,1607.070085339371,-0.18346044448692916,0.029901919896202243,7.74722850004778e-10,1.406872852367945e-9,
chr22,50481543,50486440,4898,+,ENSG00000128165.9,94.85502765801606,-0.6608066711583629,0.13680166829933085,9.75166348811862e-7,1.5596458061138408e-6,
chr22,20314238,20320080,5843,-,ENSG00000128185.10,366.48081026152045,-1.053226060329072,0.040669299979684576,2.7875286347885515e-148,4.585742341583158e-147,
chr22,20080221,20111877,31657,+,ENSG00000128191.17,1911.4615822082185,0.3316779379019599,0.03768071057896078,1.1889856820788767e-18,2.85875663476969e-18,
chr22,26429260,26445015,15756,+,ENSG00000128203.7,98.03285776002058,1.2575926964910527,0.09417731777459629,4.1508382761475556e-41,1.6516237627265262e-40,
chr22,21642302,21644299,1998,+,ENSG00000128228.5,116.11130243791285,0.9118461302329888,0.09695439201215647,2.8654895243823395e-21,7.400488242403251e-21,
chr22,30554635,30574665,20031,-,ENSG00000128242.13,11.852350848837702,-0.1733297840011427,0.15216156085144913,0.24557619091460653,0.27373029231626667,
chr22,31944522,31957603,13082,+,ENSG00000128245.15,5460.765772562591,-0.20496301976265666,0.03870931644675524,9.522127179518126e-8,1.5935663241607283e-7,
chr22,31925519,31945518,20000,-,ENSG00000128254.16,23.718380840428615,-0.7515701057845776,0.08742630547684047,2.704480803622098e-18,6.447602657985892e-18,
chr22,23070519,23125032,54514,+,ENSG00000128266.9,179.96313643681907,-0.07308238846298253,0.0630780980988968,0.2446528011909865,0.27279306264691083,
chr22,39457012,39492194,35183,+,ENSG00000128268.12,185.94084357127255,-0.1287524174270679,0.11566281238317881,0.26345986782595515,0.2925224050890141,
chr22,24417879,24442357,24479,+,ENSG00000128271.22,2573.7517386918657,7.872487531174093,0.12370945436489493,0,0,
chr22,39519695,39522683,2989,+,ENSG00000128272.18,21392.580582534207,0.15496850585619826,0.03884102366373664,2.0542928320915945e-5,3.084039281253883e-5,
chr22,42692121,42721298,29178,-,ENSG00000128274.17,1381.988900639468,2.163976336349972,0.06185910086533753,2.1411258612246703e-268,9.22239127935319e-267,
chr22,37560480,37569405,8926,+,ENSG00000128283.7,412.30981508032113,-0.4992564600046534,0.045690009535428275,7.636567000731003e-28,2.318028802190395e-27,
chr22,36140329,36166177,25849,-,ENSG00000128284.20,6427.400738590482,2.1751321029817734,0.09494527254036124,1.2588623091437106e-117,1.5173259619850978e-116,
chr22,40679273,40682812,3540,+,ENSG00000128285.5,42.78326846367758,2.431597420861823,0.1818488318060725,1.5675917632196096e-41,6.298140955926623e-41,
chr22,26521996,26596717,74722,-,ENSG00000128294.16,401.32737771425855,0.021538651178112225,0.057781738873947414,0.6742331464219979,0.7001442343872143,
chr22,38084652,38111015,26364,-,ENSG00000128298.18,28.16836831135785,-0.4199542536742999,0.0844589107343731,5.66823279504529e-7,9.17275761207567e-7,
chr22,37019635,37029821,10187,+,ENSG00000128309.17,676.6650269275759,-0.4286570061429317,0.07176119761213573,2.2271487362160444e-9,3.969940680385104e-9,
chr22,37010859,37020183,9325,-,ENSG00000128311.14,190.35424009855407,0.0514230827019034,0.05682454543936976,0.3654346622519394,0.3978210447539585,
chr22,36226209,36239954,13746,-,ENSG00000128335.14,3899.4456587197956,1.0943769973143362,0.06853890122980576,9.811557866005083e-58,5.231473799923872e-57,
chr22,37225270,37259594,34325,-,ENSG00000128340.16,70.96295448072378,3.905992413526755,0.16161728064064598,6.413590354522143e-130,8.877698677444474e-129,
chr22,30240453,30246759,6307,-,ENSG00000128342.5,78984.5542337422,7.253447952238591,0.17292589880214643,0,0,
chr22,37943050,37953669,10620,-,ENSG00000128346.11,38.18662319341563,-0.4856379231090687,0.07470114736430955,6.3876671309869e-11,1.2042280604754015e-10,
chr22,38952741,38963184,10444,+,ENSG00000128383.14,11.323729215469296,0.374041740699587,0.09664737129423784,9.780710869086827e-5,1.4166688108333542e-4,
chr22,39040604,39055972,15369,+,ENSG00000128394.17,500.09014719681625,0.20292419093117292,0.050127613155975484,4.365654351787937e-5,6.442773250612836e-5,
chr22,45413693,45432509,18817,+,ENSG00000128408.9,18.19369631850893,-1.8975442989609759,0.16183461145774053,1.16092802925466e-32,3.912613334789493e-32,
chr17,41619442,41624842,5401,-,ENSG00000128422.18,25.20268703620721,0.23248418714642755,0.13283261646510322,0.0765982954457635,0.09051387420356136,
chr15,34225013,34230156,5144,+,ENSG00000128463.13,2486.5569247743742,-0.41595056697405236,0.02750276028555318,1.3379069843535445e-51,6.463197274038739e-51,
chr17,19411125,19417276,6152,+,ENSG00000128482.16,142.70490531937745,-0.7423103721097256,0.08086321475967638,2.357677824335809e-20,5.936543444033014e-20,
chr17,20008865,20319026,310162,+,ENSG00000128487.19,4024.9893517702667,-0.25672056751156314,0.04872076274632134,1.3272092853038706e-7,2.205341290882078e-7,
chr7,130293134,130324180,31047,+,ENSG00000128510.12,1600.3318588542622,-2.7553460408738792,0.14992277921458816,1.8265386758834384e-76,1.277527655675353e-75,
chr7,111726110,112206407,480298,-,ENSG00000128512.24,1262.6122594026667,2.4678564891408925,0.09115509904478158,3.420052165364829e-162,6.4157182956113955e-161,
chr7,124822386,124929983,107598,-,ENSG00000128513.16,1928.9091227070478,0.051560329438463025,0.026593975749116996,0.05124928018057651,0.061710440448578,
chr7,128862856,128865847,2992,+,ENSG00000128524.5,1620.5303025444116,-0.1442851600292104,0.03996830484424553,3.5014728294657045e-4,4.91349065980354e-4,
chr7,118184144,118204035,19892,+,ENSG00000128534.8,2347.7312529900246,0.4129205081891993,0.045435910462953664,8.889458362272451e-20,2.206860276047674e-19,
chr7,105876796,106036432,159637,+,ENSG00000128536.16,78.51709160813971,-1.9512930509765538,0.09073484341785884,6.598960678016769e-105,6.792788628505913e-104,
chr7,102363872,102426676,62805,+,ENSG00000128563.13,1108.229497097006,0.013469762181426785,0.024758724333290343,0.6079101238107453,0.636847736027109,
chr7,131500262,131558217,57956,-,ENSG00000128567.17,635.4476768588582,-0.05472069808350715,0.12884770128296852,0.6610448771802526,0.687498561563815,
chr7,114086327,114693772,607446,+,ENSG00000128573.28,1272.273265822257,-1.8599023816475784,0.06121201730685154,9.32671207248673e-204,2.47677210374992e-202,
chr7,129434432,129488399,53968,+,ENSG00000128578.10,695.3690051911383,1.5951478725310695,0.07047082117554106,6.052770959214489e-114,6.944473823741624e-113,
chr7,101310914,101321823,10910,-,ENSG00000128581.17,1011.3210258711497,-0.5705459633300187,0.04513626989437348,1.4881396358162565e-36,5.432555204613322e-36,
chr7,131110096,131496632,386537,+,ENSG00000128585.18,11733.772559003992,0.6889443072373095,0.024701324349673474,1.3902399691034672e-171,2.840658170085088e-170,
chr7,108569867,108574850,4984,+,ENSG00000128590.5,10136.75945503909,1.2162048177408173,0.044682710381318984,1.5388616788726627e-163,2.9319498049690847e-162,
chr7,128830406,128859274,28869,+,ENSG00000128591.16,81.54698191415055,-1.025497161625424,0.16959004275740813,7.138050985094198e-10,1.2981846146031516e-9,
chr7,128027071,128032107,5037,-,ENSG00000128594.8,11.221378095524772,-0.2323252071427203,0.18765999803166267,0.19981758492904697,0.22537576141848426,
chr7,128739292,128773400,34109,+,ENSG00000128595.17,68818.40995933526,0.4911233118687037,0.03875938967813374,7.30195058326669e-37,2.6812846005867364e-36,
chr7,128790757,128822132,31376,+,ENSG00000128596.17,291.1461196752696,-1.4393738041494488,0.06669337351208042,7.915956816905583e-104,8.044643285370217e-103,
chr7,129188633,129213545,24913,+,ENSG00000128602.11,3136.001573817969,-0.027981865954665255,0.048027996673333864,0.5677993344701138,0.5987598525710647,
chr7,128937457,128950038,12582,+,ENSG00000128604.21,74.12841797105457,0.492977544999805,0.10238354145925381,1.2017100533256715e-6,1.9152176347703978e-6,
chr7,102913000,102945111,32112,+,ENSG00000128606.13,79.29308708387748,-0.764122851752136,0.06686642269994823,1.409030376085762e-30,4.5359599998418475e-30,
chr7,130070534,130135705,65172,+,ENSG00000128607.14,6168.637309234171,0.43872020855608485,0.028070325951913055,3.3316677303690855e-55,1.704145833777907e-54,
chr7,123536997,123557904,20908,-,ENSG00000128609.16,4581.004092121315,-0.37093300571132437,0.03207613419850859,5.73360618188544e-31,1.8620936673267373e-30,
chr19,38930944,38933168,2225,+,ENSG00000128626.12,146.81743265083628,-0.14107614973008006,0.055593886499671855,0.01114291734458371,0.014183121185352256,
chr2,191245185,191425389,180205,+,ENSG00000128641.19,6615.876165741776,1.2049995908347042,0.06318615363288156,1.7725423015946644e-81,1.3311332284378112e-80,
chr2,176188668,176190907,2240,+,ENSG00000128645.15,13.056110141925,1.4551025633400092,0.10713635982446526,1.6532456628034947e-42,6.77646148868418e-42,
chr2,176136612,176173102,36491,+,ENSG00000128652.12,78.38100427792753,-0.8033261088651544,0.061174761462502315,1.176999899679446e-39,4.5532710619811985e-39,
chr2,176269395,176338025,68631,+,ENSG00000128654.14,1167.192635241857,0.0060860990008982305,0.03308970218850417,0.8551526622928707,0.868062892953309,
chr2,177623244,178108339,485096,-,ENSG00000128655.19,262.5767754382431,-0.5589509082260987,0.07153998817797706,4.733771771443181e-15,1.025687504201225e-14,
chr2,174798809,175005381,206573,-,ENSG00000128656.15,91.80292095515473,0.6412057901582007,0.07718812848424209,6.693563608881203e-17,1.5333477891791843e-16,
chr2,170813213,170861151,47939,+,ENSG00000128683.14,7.435140632255639,1.4066046995902504,0.23627094079734262,3.3164393015163925e-10,6.104993318270924e-10,
chr2,189746660,189763227,16568,-,ENSG00000128694.12,346.8006639371183,-1.2712469953289005,0.05619406410437491,8.157393957615236e-114,9.349877217028761e-113,
chr2,189770267,189784364,14098,-,ENSG00000128699.14,3212.8560190275075,0.10284642066582148,0.028061722035940567,2.1084202656914303e-4,2.992805200702227e-4,
chr2,171922448,171983686,61239,+,ENSG00000128708.13,3262.140279437135,0.36441969711559213,0.039664894143588036,3.734131410304287e-20,9.355552374386716e-20,
chr2,176122719,176124937,2219,+,ENSG00000128709.13,235.92309787728365,-0.38936733640158755,0.04448404593450036,1.911670063606843e-18,4.573061182255278e-18,
chr2,176108790,176119937,11148,+,ENSG00000128710.6,366.3349543006998,0.07160816188178093,0.059257737719822894,0.22658120065351303,0.2539158513137479,
chr2,176104216,176109754,5539,+,ENSG00000128713.14,136.24699441974084,0.26694352190442155,0.05867154517352902,5.206842167849336e-6,8.052571499221392e-6,
chr2,176092721,176095944,3224,+,ENSG00000128714.6,49.453370792001365,-0.09390003925406919,0.08415408667131544,0.2619662884037387,0.29096183677207565,
chr15,28111040,28322179,211140,-,ENSG00000128731.18,5429.165369062918,-0.22063982474592547,0.040011735559650666,3.2613038287171275e-8,5.5691367706332344e-8,
chr15,24823637,24978723,155087,+,ENSG00000128739.23,5743.291887716058,-0.7814629631330292,0.03617778277649427,1.1010844870713323e-103,1.116042251794913e-102,
chr18,12658043,12728945,70903,+,ENSG00000128789.22,2060.61236954294,0.03592944808363928,0.027635550216338817,0.1932137471419199,0.2184278578393259,
chr18,9334767,9402420,67654,+,ENSG00000128791.12,31888.422487837674,0.7254170363166068,0.04858246895848627,1.4304254662439119e-50,6.797974323858985e-50,
chr10,48446036,48656265,210230,-,ENSG00000128805.15,454.9002163553558,0.9914527931238323,0.07753242669069406,6.056590781677295e-38,2.2668114042102886e-37,
chr10,48684873,48982956,298084,+,ENSG00000128815.20,27.327619000452483,1.1837152072603951,0.18412332620493077,1.577389755606548e-11,3.040165406814387e-11,
chr15,39934115,40035591,101477,+,ENSG00000128829.12,2964.7018699379146,-0.2662539977102789,0.03145815176704129,2.4677904692462233e-17,5.717146790230884e-17,
chr15,52192322,52295804,103483,-,ENSG00000128833.13,723.8457818547175,-1.2879529892509378,0.07800445354156084,1.2867277777481014e-61,7.285682619171012e-61,
chr15,57375967,57550717,174751,+,ENSG00000128849.11,8269.442493906872,0.964740588840263,0.06092488742992118,2.6364508050416796e-56,1.3731390930108995e-55,
chr15,51751597,51816363,64767,+,ENSG00000128872.10,879.625839918124,-0.6005176560708541,0.05869990610716017,1.396689465084447e-24,3.938245437937738e-24,
chr15,42738730,42920809,182080,-,ENSG00000128881.18,5069.883511678907,0.10863602888866832,0.038190703475293325,0.0032622279314719394,0.0043036178665913395,
chr15,43772605,43777315,4711,-,ENSG00000128886.12,101.53691054909159,-1.6330333161288269,0.07481384073818602,1.3880779323993576e-106,1.4547459255277365e-105,
chr15,40528683,40565054,36372,-,ENSG00000128891.17,1060.7032235876222,0.3323842088781933,0.04931620957459733,1.2970002409004528e-11,2.5064429419356233e-11,
chr15,40978880,41116280,137401,-,ENSG00000128908.19,3251.009669478473,0.1151213716980315,0.024150932755675238,1.9315863504256744e-6,3.0467534291697934e-6,
chr15,60419609,60479160,59552,-,ENSG00000128915.12,2574.508911056886,-0.3931156959377432,0.029911884857654603,1.6653692544626638e-39,6.425352936734181e-39,
chr15,40929340,40939073,9734,+,ENSG00000128917.8,52.90350563491764,3.240706505006753,0.18500821807906276,1.498249035088676e-69,9.515238929599415e-69,
chr15,57953424,58497866,544443,-,ENSG00000128918.15,5457.152027788039,0.2761323793697347,0.09243732769184856,0.002674650826999616,0.003552786632315001,
chr15,58771192,58861900,90709,+,ENSG00000128923.11,4634.690121065024,0.5769521421424683,0.0411523217100977,6.699527589406325e-45,2.8600973263744614e-44,
chr15,40405485,40435947,30463,+,ENSG00000128928.10,2121.422311479127,-0.407491920499379,0.03693263591211375,2.6179520943496376e-28,8.030932618343118e-28,
chr15,40382721,40394288,11568,+,ENSG00000128944.14,375.209572895165,0.014163247536421673,0.07639740841885868,0.8524942551794099,0.8658203267893103,
chr15,48331011,48343373,12363,+,ENSG00000128951.14,1590.9165897609525,-0.5965148695996627,0.04200330486524643,1.2648209257543925e-45,5.493954556375418e-45,
chr15,40952962,40956512,3551,+,ENSG00000128965.13,100.14577089400832,-0.21451302942009615,0.12467982297219686,0.0781180288667903,0.09222018106920121,
chr15,68206992,68257211,50220,-,ENSG00000128973.13,555.2780115395295,-0.6105560285725378,0.05967673120014605,1.1801487856116267e-24,3.3337617746943e-24,
chr15,52547045,52569883,22839,-,ENSG00000128989.11,11542.659882068692,-0.16388019868354342,0.024592089598313542,2.592321069415322e-11,4.9619651055591194e-11,
chr15,61852389,62060473,208085,-,ENSG00000129003.19,7778.533666861966,-0.026295943584457627,0.03718699837547381,0.47825615983217895,0.5109262840939587,
chr15,68190705,68206079,15375,-,ENSG00000129007.16,85.85569877027325,-0.07721620702265612,0.07824158112054687,0.32335560553925546,0.35465006193385074,
chr15,74173710,74176872,3163,+,ENSG00000129009.13,9351.8615236391,-0.7283647346225386,0.08183895082469728,3.7810782096738357e-19,9.211748366310914e-19,
chr15,70881342,70892433,11092,-,ENSG00000129028.9,125.57600310886488,0.01491488859238839,0.06008834417112248,0.8033083132032774,0.8205494296233796,
chr15,73925989,73952137,26149,+,ENSG00000129038.16,487.2093649965746,-0.6982336830169282,0.08842949752370852,2.0153373250300318e-15,4.426011424985248e-15,
chr3,132597270,132618967,21698,+,ENSG00000129048.7,23.865272796458992,-2.787957339747017,0.21313766220393623,3.865244909426074e-40,1.5068787250130643e-39,
chr3,134477706,134486716,9011,-,ENSG00000129055.13,2389.9347201998867,-0.26023873507839507,0.03765022455932871,3.629780895565228e-12,7.150130481555418e-12,
chr3,129430947,129440179,9233,-,ENSG00000129071.10,2432.2182547743046,-0.05933004848098482,0.02502652603417318,0.01764403831828544,0.022117201728915143,
chr11,14443440,14500027,56588,-,ENSG00000129083.13,15650.49862741893,0.4451254188279536,0.027728039916465108,3.6088628298797684e-58,1.9394283748865948e-57,
chr11,14504874,14643635,138762,-,ENSG00000129084.18,5282.494925773848,0.41864645757248165,0.026829518004306812,3.1226549643279443e-54,1.5711770573179323e-53,
chr7,56064002,56080670,16669,+,ENSG00000129103.19,17702.221578512337,-0.8012857131385697,0.05106377596779521,1.0118301560915991e-55,5.219364743621473e-55,
chr4,168497052,168928457,431406,+,ENSG00000129116.20,7432.80716434179,0.6972781029793993,0.06291314815440752,7.123329968345684e-29,2.212172692908642e-28,
chr4,176319966,176332245,12280,+,ENSG00000129128.13,12470.815515302507,0.5239812133720708,0.03455445442580931,2.6673762417786925e-52,1.305467889808319e-51,
chr11,27040725,27127809,87085,+,ENSG00000129151.9,3.318586591468555,-1.193337365104769,0.24269162634495642,1.695989767760059e-7,2.8066282698926927e-7,
chr11,17788048,18013047,225000,-,ENSG00000129158.11,757.9239931109071,-0.42807819222731397,0.03501096552114497,2.0192429105384884e-34,7.066891892987628e-34,
chr11,18017555,18046269,28715,-,ENSG00000129167.10,53.94235358757395,-0.7732200795183103,0.07933104848330264,1.1296006346401037e-22,3.0243850768868617e-22,
chr11,19224063,19241620,17558,-,ENSG00000129173.13,33.5585264181142,-0.3302718549246745,0.17138860527388775,0.048842512304101325,0.058904390718695646,
chr4,182890060,182917936,27877,-,ENSG00000129187.15,4796.287822716377,0.07144685593861766,0.022939467170602433,0.0018649625498470357,0.002501831793177238,
chr17,7588178,7590094,1917,-,ENSG00000129194.8,15.43058195813084,-2.939278293866772,0.13543540304378088,1.4157111168313886e-105,1.469062276012114e-104,
chr17,6444441,6451469,7029,+,ENSG00000129195.16,158.9584578020306,-0.841575087235323,0.17220338107365543,6.019049665778765e-7,9.726865001709134e-7,
chr17,5419641,5432877,13237,+,ENSG00000129197.15,1773.1128936378934,0.11590488345010766,0.029205395320867196,7.219891939856152e-5,1.0534037757451132e-4,
chr17,5116032,5175034,59003,+,ENSG00000129204.17,163.65913445626722,-0.3942438928466788,0.1890221516326744,0.03252913439362197,0.03987909463743447,
chr17,7613946,7633382,19437,+,ENSG00000129214.15,28.138000576041666,-0.41680159800417266,0.08474406834312956,6.878403617080115e-7,1.1089250412146307e-6,
chr17,4807152,4823434,16283,+,ENSG00000129219.14,669.1617096233865,-0.3040974690183091,0.05260170915068799,6.919312864187901e-9,1.211442786682811e-8,
chr17,6393693,6435199,41507,-,ENSG00000129221.16,14.564364991546421,0.09964287575431531,0.08458453125940019,0.23581583646833623,0.26358770103477586,
chr17,7579491,7582111,2621,+,ENSG00000129226.14,45079.08333710323,0.40697400760512753,0.043433933078223505,6.528331890425328e-21,1.6698033465170613e-20,
chr17,6640985,6644541,3557,+,ENSG00000129235.11,839.6413315252332,0.2968368540302449,0.06830684614845897,1.2040356114156298e-5,1.826186471609411e-5,
chr17,7646627,7657770,11144,+,ENSG00000129244.9,249.0785407893191,-2.4960945897781674,0.1130201515639205,6.626790431675563e-109,7.142481951754696e-108,
chr17,7591230,7614897,23668,-,ENSG00000129245.13,3294.4788774797885,0.9227141177960776,0.02655312091432552,4.9301023914093005e-265,2.054653483122471e-263,
chr17,4997950,5028401,30452,+,ENSG00000129250.12,5645.579285369112,-0.5084990029220623,0.05117664048743341,9.538711059211479e-24,2.633449353062324e-23,
chr17,7583529,7592789,9261,+,ENSG00000129255.16,2155.099148634052,0.46547177533839895,0.04987924393302062,9.811783047963753e-21,2.4963869970234476e-20,
chr8,132775358,132848807,73450,+,ENSG00000129292.21,3644.4861734211586,0.29544104504984864,0.03378012526997764,6.78891974303627e-19,1.6423775092190037e-18,
chr8,132570416,132675592,105177,-,ENSG00000129295.10,210.3811593821184,-0.9680979213109867,0.052990544877732144,5.648664345135558e-75,3.8781123865534415e-74,
chr12,48688458,48716998,28541,-,ENSG00000129315.12,4632.624431646422,0.4943229923700735,0.02151772370395351,6.882561484623579e-117,8.197407164744767e-116,
chr12,43718992,43758793,39802,-,ENSG00000129317.15,2297.7309229500174,-0.10385183247255801,0.05648037713306571,0.06911400899291434,0.0820724421401637,
chr19,10553085,10566031,12947,-,ENSG00000129347.21,1040.9809908609875,-0.1846812911277729,0.03517725152229078,1.7156273620087207e-7,2.8385165152547716e-7,
chr19,10654304,10692400,38097,+,ENSG00000129351.18,10166.440926409423,-0.1877559815515094,0.023468692347608615,4.934783297975194e-15,1.0680409626851898e-14,
chr19,10602457,10644557,42101,+,ENSG00000129353.15,11863.481265807042,-1.3870441200729906,0.06494316591913199,1.0308320126702217e-101,1.0171989954378084e-100,
chr19,10566460,10569059,2600,-,ENSG00000129355.7,523.5532694106034,-0.09571160850514025,0.053445650007046104,0.07747146930331608,0.0914895887361228,
chr8,17643795,17801094,157300,-,ENSG00000129422.15,12001.085034019972,-1.5135261670153057,0.050043992399285045,4.748130807491229e-202,1.2367597474918033e-200,
chr19,51124906,51136651,11746,+,ENSG00000129450.9,3.861090794152388,-0.25962089629889723,0.23809440557845496,0.2563448589633435,0.2851476758948146,
chr19,51012739,51020175,7437,-,ENSG00000129451.12,24.423503571000893,0.7858162644651864,0.12093906043984441,5.6211149614783925e-11,1.0622254008087844e-10,
chr14,23469679,23509862,40184,+,ENSG00000129460.17,1337.9681214159266,0.022118084155980395,0.028203815442204804,0.4320990291280994,0.4649879288979687,
chr14,24336025,24340022,3998,-,ENSG00000129465.16,137.03881169232244,-0.43363429031664547,0.1155574220810369,0.00015012542429794411,2.149960413603769e-4,
chr14,24318349,24335093,16745,-,ENSG00000129467.14,89.84904091303683,0.9108764754659467,0.14819890707674802,4.181159057262854e-10,7.671760193121515e-10,
chr14,21459020,21476960,17941,-,ENSG00000129472.15,2416.3803667870948,0.26233744158777667,0.029108948404422654,1.8068254483256105e-19,4.444525430157542e-19,
chr14,23298790,23311751,12962,+,ENSG00000129473.11,5383.762993168581,1.0224344614002383,0.026043898911755063,0,0,
chr14,22971177,22982551,11375,-,ENSG00000129474.17,1689.6665921079632,-1.6835056829985222,0.06637708761079104,2.651065772459424e-142,4.171370837890237e-141,
chr14,31446036,31457506,11471,-,ENSG00000129480.14,579.6997489461869,-0.25004541395755125,0.04767825612467244,1.5208910599923663e-7,2.5217354994712135e-7,
chr14,20343615,20357904,14290,+,ENSG00000129484.14,1069.2298903521375,-0.27475141733278247,0.030946253210750153,6.570760681968674e-19,1.5904321324187468e-18,
chr14,31291788,31420550,128763,-,ENSG00000129493.15,3737.836491744655,0.4196952024624059,0.03756847480756251,4.3304577793810523e-29,1.3510046997178816e-28,
chr14,34561093,34630160,69068,-,ENSG00000129515.20,5968.523690794529,-0.11936607955351501,0.031021394900140945,1.056325324657612e-4,1.526954862779237e-4,
chr14,34515938,34539704,23767,-,ENSG00000129518.10,1996.539731795745,-0.04231269424875519,0.02121955753382311,0.05689819116241884,0.06823534824424471,
chr14,33924227,34462774,538548,-,ENSG00000129521.15,1558.5658505519993,1.1237609043873407,0.09302696079008518,5.404027017690374e-34,1.8773677518650997e-33,
chr14,45203190,45253540,50351,-,ENSG00000129534.14,1988.6119739882965,0.2097010452089983,0.042040811194232135,5.044579304242008e-7,8.18011212192356e-7,
chr14,24078662,24115010,36349,-,ENSG00000129535.13,50.71123382457589,0.12277833058546274,0.07076167700950531,0.08012468187405848,0.09445891395244509,
chr14,20801228,20802855,1628,-,ENSG00000129538.14,52.2101860656539,-2.399128352787853,0.2221739783200753,5.226335747601108e-28,1.5928995367243856e-27,
chr14,24216857,24232367,15511,-,ENSG00000129559.13,3211.253734120565,-0.20914282311070345,0.0314226014510652,2.7788483825455235e-11,5.311086026134355e-11,
chr14,22564907,22589224,24318,-,ENSG00000129562.11,6496.727698452541,0.4028906817836301,0.03530145079282698,2.0573437333161698e-30,6.596390428556004e-30,
chr14,20365667,20413501,47835,-,ENSG00000129566.13,4095.489161287826,0.6501317472547811,0.05225181779987507,1.2482102914257396e-35,4.476140161345326e-35,
chr5,112142441,112419313,276873,-,ENSG00000129595.14,569.6641867945697,0.13864866146958185,0.058512552496013226,0.017791344200681417,0.022295811419069254,
chr5,115804733,115816659,11927,-,ENSG00000129596.5,12175.981279050762,-1.0284880120369562,0.08702087658340077,1.493938362929313e-32,5.023959629914947e-32,
chr5,112876385,112922289,45905,-,ENSG00000129625.13,12719.364137366054,0.2715877348293789,0.024762510492139414,5.348346664404918e-26,1.5513827231964607e-25,
chr16,47154387,47464149,309763,-,ENSG00000129636.13,8673.302266680666,-0.09917472510903642,0.03255586592619887,0.002348403386955517,0.003129130153826897,
chr17,76274049,76308276,34228,-,ENSG00000129646.16,366.22806288905724,-0.2723013891281613,0.0747347164218719,2.5495010643740554e-4,3.604741097803772e-4,
chr17,77088749,77217101,128353,+,ENSG00000129657.16,5659.944780051015,0.12881730855812568,0.02430951338673674,1.1506683538600626e-7,1.9173661137369964e-7,
chr17,76470891,76501790,30900,-,ENSG00000129667.13,1515.4587702280153,2.046207893705372,0.0551950509420549,2.1149950302293421e-302,1.1510549423342278e-300,
chrX,136665547,136780932,115386,-,ENSG00000129675.16,2745.118061401219,-0.28376894855434887,0.035177561549974305,8.606428444171678e-16,1.912447784741002e-15,
chrX,136213220,136256482,43263,-,ENSG00000129680.16,5421.995926835634,-1.000575701220548,0.046010801264429205,3.4610960550692806e-105,3.570702575992527e-104,
chrX,138614727,139222777,608051,-,ENSG00000129682.16,1280.8874863831506,1.365093496779141,0.06966418445601978,8.842698535682205e-86,7.062555840135684e-85,
chr8,38105493,38144076,38584,+,ENSG00000129691.16,2111.572827352663,-0.25665471230079967,0.02585953378203443,3.060969192700891e-23,8.326498580168364e-23,
chr8,33473386,33513185,39800,-,ENSG00000129696.13,699.0406806161574,0.4885654942544964,0.02922686295972447,9.83394052618516e-63,5.656778024637223e-62,
chr11,3665587,3671384,5798,-,ENSG00000129749.3,16.26160787260177,0.32365438528020035,0.07752355160430907,2.7071963313037166e-5,4.0361899666788044e-5,
chr11,2883213,2885775,2563,-,ENSG00000129757.15,148.087392287671,-2.0168789354283554,0.0814126202937146,2.660501838311606e-136,3.912104737453747e-135,
chr3,20160593,20186206,25614,-,ENSG00000129810.15,95.74349458558589,0.1876172106853025,0.14293806619659186,0.1941300615858362,0.2193886903053887,
chrY,2841602,2932000,90399,+,ENSG00000129824.16,7964.546532905161,-0.5131983064860505,0.3409307336704831,0.10115960194478328,0.11799402889474722,
chr16,89171748,89195492,23745,+,ENSG00000129910.8,8.913382042473497,-0.6846016572161618,0.1258856356013515,3.6106327083622237e-08,6.152492599411982e-8,
chr19,1852399,1863579,11181,-,ENSG00000129911.9,180.96725194479578,0.36736403202034157,0.05934877984128326,4.4935821601423644e-10,8.231946409321471e-10,
chr16,370788,387113,16326,-,ENSG00000129925.11,705.3297373258381,-0.055086810849772856,0.07040722085541146,0.43519217182738135,0.4681640358293722,
